Bulk Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O 
16 403.23 875.20 100.015977 64.5219 0.0748321 10.2271 0.15944 0 0.396988 0 0.0166294 0 0 0.340902 3.73329 3.89958 0 16.6294
32 1169.35 807.00 100.016637 64.5215 0.0748316 10.227 0.16603 0 0.391055 0 0.0166293 0 0 0.3409 3.73327 3.89956 0 16.6293
42 1322.58 785.00 100.017016 64.5212 0.0748313 10.227 0.169808 0 0.387653 0 0.0166292 0 0 0.340898 3.73325 3.89954 0 16.6292
17 403.23 875.30 100.015975 64.5219 0.0748321 10.2271 0.159428 0 0.396999 0 0.0166294 0 0 0.340902 3.73329 3.89958 0 16.6294
41 862.90 818.80 100.016650 64.5215 0.0748316 10.227 0.166156 0 0.390942 0 0.0166292 0 0 0.3409 3.73327 3.89956 0 16.6292
42 250.00 880.70 100.015912 64.522 0.0748322 10.2271 0.158793 0 0.397571 0 0.0166294 0 0 0.340902 3.73329 3.89959 0 16.6294
33 1169.35 804.00 100.016705 64.5214 0.0748316 10.227 0.166707 0 0.390446 0 0.0166292 0 0 0.340899 3.73326 3.89956 0 16.6292
37 556.45 845.70 100.016344 64.5217 0.0748318 10.227 0.163106 0 0.393687 0 0.0166293 0 0 0.340901 3.73328 3.89957 0 16.6293
43 1322.58 786.00 100.016995 64.5213 0.0748314 10.227 0.169601 0 0.38784 0 0.0166292 0 0 0.340898 3.73325 3.89955 0 16.6292
18 403.23 875.40 100.015974 64.5219 0.0748321 10.2271 0.159415 0 0.39701 0 0.0166294 0 0 0.340902 3.73329 3.89958 0 16.6294
34 1169.35 801.00 100.016774 64.5214 0.0748315 10.227 0.167392 0 0.389828 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
42 862.90 818.90 100.016648 64.5215 0.0748316 10.227 0.166134 0 0.390961 0 0.0166292 0 0 0.3409 3.73327 3.89956 0 16.6292
45 709.68 820.20 100.016691 64.5215 0.0748316 10.227 0.166567 0 0.390572 0 0.0166292 0 0 0.340899 3.73326 3.89956 0 16.6292
35 1169.35 798.00 100.016843 64.5214 0.0748315 10.227 0.168087 0 0.389203 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
43 1016.13 805.70 100.016801 64.5214 0.0748315 10.227 0.167664 0 0.389584 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
38 556.45 844.70 100.016359 64.5217 0.0748318 10.227 0.163252 0 0.393556 0 0.0166293 0 0 0.340901 3.73328 3.89957 0 16.6293
43 862.90 818.80 100.016650 64.5215 0.0748316 10.227 0.166156 0 0.390942 0 0.0166292 0 0 0.3409 3.73327 3.89956 0 16.6292
44 1322.58 785.00 100.017016 64.5212 0.0748313 10.227 0.169808 0 0.387653 0 0.0166292 0 0 0.340898 3.73325 3.89954 0 16.6292
19 403.23 875.50 100.015973 64.5219 0.0748321 10.2271 0.159399 0 0.397025 0 0.0166294 0 0 0.340902 3.73329 3.89959 0 16.6294
43 250.00 879.70 100.015924 64.522 0.0748322 10.2271 0.158915 0 0.397461 0 0.0166294 0 0 0.340902 3.73329 3.89959 0 16.6294
36 1169.35 795.00 100.016913 64.5213 0.0748314 10.227 0.168786 0 0.388574 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
44 862.90 818.70 100.016651 64.5215 0.0748316 10.227 0.166172 0 0.390927 0 0.0166292 0 0 0.3409 3.73327 3.89956 0 16.6292
39 556.45 843.70 100.016373 64.5217 0.0748318 10.227 0.163399 0 0.393424 0 0.0166293 0 0 0.340901 3.73328 3.89957 0 16.6293
45 1322.58 785.10 100.017014 64.5212 0.0748313 10.227 0.169789 0 0.387671 0 0.0166292 0 0 0.340898 3.73325 3.89954 0 16.6292
46 709.68 819.20 100.016708 64.5214 0.0748316 10.227 0.166733 0 0.390422 0 0.0166292 0 0 0.340899 3.73326 3.89956 0 16.6292
44 1016.13 805.80 100.016799 64.5214 0.0748315 10.227 0.167646 0 0.3896 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
20 403.23 875.40 100.015974 64.5219 0.0748321 10.2271 0.159415 0 0.39701 0 0.0166294 0 0 0.340902 3.73329 3.89958 0 16.6294
45 862.90 819.10 100.016643 64.5215 0.0748316 10.227 0.166091 0 0.391 0 0.0166292 0 0 0.3409 3.73327 3.89956 0 16.6292
37 1169.35 796.00 100.016890 64.5213 0.0748314 10.227 0.168555 0 0.388782 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
46 1322.58 785.20 100.017012 64.5212 0.0748313 10.227 0.169769 0 0.387688 0 0.0166292 0 0 0.340898 3.73325 3.89954 0 16.6292
45 1016.13 805.90 100.016797 64.5214 0.0748315 10.227 0.167628 0 0.389616 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
47 709.68 818.20 100.016724 64.5214 0.0748316 10.227 0.1669 0 0.390272 0 0.0166292 0 0 0.340899 3.73326 3.89956 0 16.6292
40 556.45 842.70 100.016388 64.5217 0.0748318 10.227 0.163546 0 0.393291 0 0.0166293 0 0 0.3409 3.73328 3.89957 0 16.6293
38 1169.35 795.00 100.016913 64.5213 0.0748314 10.227 0.168786 0 0.388574 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
46 862.90 818.80 100.016650 64.5215 0.0748316 10.227 0.166156 0 0.390942 0 0.0166292 0 0 0.3409 3.73327 3.89956 0 16.6292
47 1322.58 785.30 100.017010 64.5212 0.0748313 10.227 0.16975 0 0.387706 0 0.0166292 0 0 0.340898 3.73325 3.89954 0 16.6292
46 1016.13 806.00 100.016795 64.5214 0.0748315 10.227 0.167609 0 0.389633 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
21 403.23 875.80 100.015967 64.5219 0.0748321 10.2271 0.159346 0 0.397073 0 0.0166294 0 0 0.340902 3.73329 3.89959 0 16.6294
44 1475.81 900.00 100.014677 64.5228 0.0748331 10.2272 0.14647 0 0.408666 0 0.0166296 0 0 0.340906 3.73334 3.89964 0 16.6296
47 862.90 818.80 100.016650 64.5215 0.0748316 10.227 0.166156 0 0.390942 0 0.0166292 0 0 0.3409 3.73327 3.89956 0 16.6292
41 556.45 841.70 100.016403 64.5216 0.0748318 10.227 0.163695 0 0.393158 0 0.0166293 0 0 0.3409 3.73328 3.89957 0 16.6293
39 1169.35 795.10 100.016911 64.5213 0.0748314 10.227 0.168767 0 0.388591 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
45 1475.81 897.00 100.014722 64.5227 0.0748331 10.2272 0.146919 0 0.408262 0 0.0166296 0 0 0.340906 3.73334 3.89963 0 16.6296
22 403.23 875.50 100.015973 64.5219 0.0748321 10.2271 0.159399 0 0.397025 0 0.0166294 0 0 0.340902 3.73329 3.89959 0 16.6294
47 1016.13 805.90 100.016797 64.5214 0.0748315 10.227 0.167628 0 0.389616 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
42 556.45 840.70 100.016418 64.5216 0.0748318 10.227 0.163844 0 0.393023 0 0.0166293 0 0 0.3409 3.73327 3.89957 0 16.6293
40 1169.35 795.00 100.016913 64.5213 0.0748314 10.227 0.168786 0 0.388574 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
48 1322.58 785.40 100.017008 64.5213 0.0748313 10.227 0.16973 0 0.387723 0 0.0166292 0 0 0.340898 3.73325 3.89954 0 16.6292
48 862.90 817.80 100.016667 64.5215 0.0748316 10.227 0.166323 0 0.390791 0 0.0166292 0 0 0.3409 3.73327 3.89956 0 16.6292
46 1475.81 894.00 100.014767 64.5227 0.074833 10.2272 0.147373 0 0.407853 0 0.0166296 0 0 0.340906 3.73334 3.89963 0 16.6296
48 709.68 817.20 100.016741 64.5214 0.0748315 10.227 0.167068 0 0.390121 0 0.0166292 0 0 0.340899 3.73326 3.89956 0 16.6292
41 1169.35 795.40 100.016904 64.5213 0.0748314 10.227 0.168696 0 0.388655 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
48 1016.13 806.30 100.016788 64.5214 0.0748315 10.227 0.167541 0 0.389695 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
23 403.23 875.50 100.015973 64.5219 0.0748321 10.2271 0.159399 0 0.397025 0 0.0166294 0 0 0.340902 3.73329 3.89959 0 16.6294
47 1475.81 891.00 100.014813 64.5227 0.074833 10.2272 0.147833 0 0.407439 0 0.0166296 0 0 0.340906 3.73333 3.89963 0 16.6296
49 709.68 816.20 100.016758 64.5214 0.0748315 10.227 0.167237 0 0.389969 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
42 1169.35 795.10 100.016911 64.5213 0.0748314 10.227 0.168767 0 0.388591 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
49 1016.13 806.00 100.016795 64.5214 0.0748315 10.227 0.167609 0 0.389633 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
49 862.90 816.80 100.016683 64.5215 0.0748316 10.227 0.166492 0 0.390639 0 0.0166292 0 0 0.340899 3.73326 3.89956 0 16.6292
43 556.45 839.70 100.016433 64.5216 0.0748318 10.227 0.163994 0 0.392888 0 0.0166293 0 0 0.3409 3.73327 3.89957 0 16.6293
